Clean Tweet,VADER,NB,SVM,NB+SMOTE,SVM+SMOTE
really wow so dangerous for new zealand at a time of violence and mourning to have as a representative of the people islamophobia christchurchmosque does anyone still dispute the link between muslim immigration and violence ,Negative,Negative,Negative,Negative,Negative
recap of the prelude intro if youre just joining us sad why i taught a class on shamima begum sad islamophobia the failure of respectability politics sad what nonmuslims who dont know any say when they dont selfcensor sad why it matters if you need me to prove my humanity im not the one whos not human sad suhaiymah manzoorkhan ,Negative,Positive,Negative,Positive,Negative
reject false concepts of islamophobia both nazi their axis partners islamicstates are indeed terrorizing people two female sharia police officers assault an iranian girl for the crime of wearing improper hijab two male officers who are not even wearing their uniforms come to their aid the girl keeps screaming in despair a typical day for ,Negative,Negative,Negative,Negative,Negative
religion and race are two different things conceptually religion is nothing more than a system of beliefs while race refers to ethnicity is there such a thing as christianphobia hinduphobia or budduphobia only religion of islam with islamophobia tries to silence critics ,Negative,Negative,Negative,Negative,Negative
religion of peace islamophobia ,Positive,Positive,Positive,Positive,Positive
remember one thing always any terrorist dont have any religion there religion is killing innocent whoever they are jews muslims hindu christians but our media and some of so called politicians sparing islamophobia if they dont stop we want stop this incidents ever ,Negative,Negative,Negative,Negative,Negative
remember that time when bush islamophobia by launching an invasion of two muslim countries that didnt do anything to us and which we continue to occupy to this day did trump cause the mosque killing no does he contribute to broader problem amplifying rather than as bush did islamophobia yes does trump give legitimacy to replacement ideology yes ,Negative,Negative,Negative,Negative,Negative
remember what misterrogers said when i was a boy and i would see scary things in the news my mother would say to me look for the helpers you will always find people who are helping newzealand muslims islamophobia we are gathering to turntolove we will always show up for our muslim cousins in the face of white nationalist violence hate ,Negative,Positive,Negative,Positive,Negative
remember when abbott gave tacit endorsement to islamophobia when govt senators voted for neonazi its okay to be white motion when hanson called for internment of muslims on breakfast television but yeah fraser anning is totally a lone wolf aberration in our politics ,Positive,Negative,Negative,Positive,Positive
remember when i was never asked back to the national after someone made an ombuds complaint against me for being too biased in talking about islamophobia and m ,Negative,Negative,Negative,Negative,Positive
remember when rod liddle criticised channel for using fatima manji to front the coverage of the nice terror attacks he must be seething that all these white men are reporting on the newzealandterroristattack thats how it works right islamophobia ,Negative,Negative,Negative,Negative,Negative
remember when the had a headline we will fight islam years too little too late you have been complicit in being a mouthpiece for racism xenophobia islamophobia now you claim we are all muslims no we are not media auspol ,Negative,Negative,Negative,Negative,Negative
